nameOfIssuer,titleOfClass,cusip,value,shares,putCall,investmentDiscretion,va_sole,va_shared,va_none
ISHARES INC,MSCI STH KOR ETF,464286772,81288697000,1504232,,SOLE,1504232,0,0
ISHARES TR,CHINA LG-CAP ETF,464287184,24774113000,691242,,SOLE,691242,0,0
ISHARES TR,IBOXX HI YD ETF,464288513,578579000,7334,,SOLE,7334,0,0
ISHARES TR,CORE S&P500 ETF,464287200,1222248251000,2175206,,SOLE,1394706,0,780500
ISHARES TR,IBOXX INV CP ETF,464287242,111309429000,1024100,,SOLE,1024100,0,0
ISHARES TR,MBS ETF,464288588,135755928000,1447600,,SOLE,1447600,0,0
ISHARES TR,MSCI CHINA ETF,46429B671,27849917000,511947,,SOLE,511947,0,0
JANUS HENDERSON GROUP PLC,ORD SHS,G4474Y214,1826732000,50532,,SOLE,50532,0,0
JAZZ PHARMACEUTICALS PLC,SHS USD,G50871105,31155070000,250947,,SOLE,250947,0,0
JBT MAREL CORPORATION,COM,477839104,2483959000,20327,,SOLE,20327,0,0
JD.COM INC,SPON ADS CL A,47215P106,114594573000,2786833,,SOLE,2786833,0,0
JEFFERIES FINL GROUP INC,COM,47233W109,6433918000,120103,,SOLE,120103,0,0
JOHNSON & JOHNSON,COM,478160104,49302242000,297288,,SOLE,297288,0,0
JOHNSON CTLS INTL PLC,SHS,G51502105,312269000,3898,,SOLE,3898,0,0
JPMORGAN CHASE & CO.,COM,46625H100,20229155000,82467,,SOLE,82467,0,0
KANZHUN LIMITED,SPONSORED ADS,48553T106,8848086000,461559,,SOLE,461559,0,0
KB HOME,COM,48666K109,6874608000,118283,,SOLE,118283,0,0
KBR INC,COM,48242W106,1400408000,28115,,SOLE,28115,0,0
KE HLDGS INC,SPONSORED ADS,482497104,17703690000,881219,,SOLE,881219,0,0
KELLANOVA,COM,487836108,2143915000,25990,,SOLE,25990,0,0
KENNAMETAL INC,COM,489170100,3032012000,142348,,SOLE,142348,0,0
KENVUE INC,COM,49177J102,2967189000,123736,,SOLE,123736,0,0
KEURIG DR PEPPER INC,COM,49271V100,2908529000,84995,,SOLE,84995,0,0
KILROY RLTY CORP,COM,49427F108,283472000,8653,,SOLE,8653,0,0
KIMBERLY-CLARK CORP,COM,494368103,3520656000,24755,,SOLE,24755,0,0
KINETIK HOLDINGS INC,COM NEW CL A,02215L209,5762224000,110940,,SOLE,110940,0,0
KINROSS GOLD CORP,COM,496902404,19443258000,1543503,,SOLE,1543503,0,0
KKR & CO INC,COM,48251W104,514927000,4454,,SOLE,4454,0,0
KLA CORP,COM NEW,482480100,20166947000,29666,,SOLE,29666,0,0
KNIGHT-SWIFT TRANSN HLDGS IN,CL A,499049104,4501824000,103514,,SOLE,103514,0,0
KONTOOR BRANDS INC,COM,50050N103,1036790000,16167,,SOLE,16167,0,0
KORN FERRY,COM NEW,500643200,2070918000,30531,,SOLE,30531,0,0
KRAFT HEINZ CO,COM,500754106,1963252000,64517,,SOLE,64517,0,0
KROGER CO,COM,501044101,36532022000,539696,,SOLE,539696,0,0
KYNDRYL HLDGS INC,COMMON STOCK,50155Q100,414511000,13201,,SOLE,13201,0,0
LABCORP HOLDINGS INC,COM SHS,504922105,4201190000,18051,,SOLE,18051,0,0
LAM RESEARCH CORP,COM NEW,512807306,142509230000,1960237,,SOLE,1960237,0,0
LAMB WESTON HLDGS INC,COM,513272104,547977000,10281,,SOLE,10281,0,0
LANCASTER COLONY CORP,COM,513847103,259000000,1480,,SOLE,1480,0,0
LANDBRIDGE COMPANY LLC,CL A,514952100,4924365000,68451,,SOLE,68451,0,0
LANTHEUS HLDGS INC,COM,516544103,29587635000,303152,,SOLE,303152,0,0
LAUDER ESTEE COS INC,CL A,518439104,1157046000,17531,,SOLE,17531,0,0
LEAR CORP,COM NEW,521865204,4400149000,49877,,SOLE,49877,0,0
LEGEND BIOTECH CORP,SPONSORED ADS,52490G102,7649485000,225449,,SOLE,225449,0,0
LEIDOS HOLDINGS INC,COM,525327102,19911881000,147561,,SOLE,147561,0,0
LENNAR CORP,CL A,526057104,6779940000,59069,,SOLE,59069,0,0
LENNOX INTL INC,COM,526107107,214798000,383,,SOLE,383,0,0
LEVI STRAUSS & CO NEW,CL A COM STK,52736R102,167359000,10735,,SOLE,10735,0,0
LI AUTO INC,SPONSORED ADS,50202M102,323215000,12826,,SOLE,12826,0,0
LIBERTY BROADBAND CORP,COM SER C,530307305,2640802000,31050,,SOLE,31050,0,0
LIBERTY ENERGY INC,COM CL A,53115L104,8775076000,554332,,SOLE,554332,0,0
LIGHT & WONDER INC,COM,80874P109,520613000,6011,,SOLE,6011,0,0
LINCOLN NATL CORP IND,COM,534187109,17008161000,473633,,SOLE,473633,0,0
LIVERAMP HLDGS INC,COM,53815P108,368182000,14085,,SOLE,14085,0,0
LKQ CORP,COM,501889208,1805100000,42433,,SOLE,42433,0,0
LOUISIANA PAC CORP,COM,546347105,1059150000,11515,,SOLE,11515,0,0
LPL FINL HLDGS INC,COM,50212V100,72910673000,222873,,SOLE,222873,0,0
LUMEN TECHNOLOGIES INC,COM,550241103,1203824000,307098,,SOLE,307098,0,0
M & T BK CORP,COM,55261F104,1505969000,8425,,SOLE,8425,0,0
M/I HOMES INC,COM,55305B101,9486988000,83088,,SOLE,83088,0,0
MAGNA INTL INC,COM,559222401,1702003000,50084,,SOLE,50084,0,0
MAGNOLIA OIL & GAS CORP,CL A,559663109,440130000,17424,,SOLE,17424,0,0
MANPOWERGROUP INC WIS,COM,56418H100,607914000,10503,,SOLE,10503,0,0
MANULIFE FINL CORP,COM,56501R106,99563992000,3195751,,SOLE,3195751,0,0
MARVELL TECHNOLOGY INC,COM,573874104,1867603000,30333,,SOLE,30333,0,0
MASIMO CORP,COM,574795100,352859000,2118,,SOLE,2118,0,0
MASTERCARD INCORPORATED,CL A,57636Q104,110214873000,201078,,SOLE,201078,0,0
MATADOR RES CO,COM,576485205,6840031000,133882,,SOLE,133882,0,0
MATCH GROUP INC NEW,COM,57667L107,41980661000,1345534,,SOLE,1345534,0,0
MAXIMUS INC,COM,577933104,859740000,12608,,SOLE,12608,0,0
MCCORMICK & CO INC,COM NON VTG,579780206,522422000,6347,,SOLE,6347,0,0
MCDONALDS CORP,COM,580135101,16841741000,53916,,SOLE,53916,0,0
MCKESSON CORP,COM,58155Q103,105129114000,156212,,SOLE,156212,0,0
MDU RES GROUP INC,COM,552690109,3291768000,194664,,SOLE,194664,0,0
MEDTRONIC PLC,SHS,G5960L103,15239897000,169596,,SOLE,169596,0,0
MERCADOLIBRE INC,COM,58733R102,3320381000,1702,,SOLE,1702,0,0
MERCK & CO INC,COM,58933Y105,48009572000,534866,,SOLE,534866,0,0
MERIT MED SYS INC,COM,589889104,257932000,2440,,SOLE,2440,0,0
MERITAGE HOMES CORP,COM,59001A102,330797000,4667,,SOLE,4667,0,0
META PLATFORMS INC,CL A,30303M102,245306885000,425614,,SOLE,425614,0,0
METLIFE INC,COM,59156R108,143606935000,1788603,,SOLE,1788603,0,0
MGIC INVT CORP WIS,COM,552848103,633327000,25558,,SOLE,25558,0,0
MICROSOFT CORP,COM,594918104,303853805000,809435,,SOLE,809435,0,0
MICROSTRATEGY INC,CL A NEW,594972408,1791310000,6214,,SOLE,6214,0,0
MILLICOM INTL CELLULAR S A,COM STK,L6388F110,799219000,26403,,SOLE,26403,0,0
MINERALS TECHNOLOGIES INC,COM,603158106,862963000,13575,,SOLE,13575,0,0
MOHAWK INDS INC,COM,608190104,1846062000,16168,,SOLE,16168,0,0
MOLINA HEALTHCARE INC,COM,60855R100,2729326000,8286,,SOLE,8286,0,0
MOLSON COORS BEVERAGE CO,CL B,60871R209,6908988000,113504,,SOLE,113504,0,0
MONDELEZ INTL INC,CL A,609207105,6492363000,95687,,SOLE,95687,0,0
MONOLITHIC PWR SYS INC,COM,609839105,1900014000,3276,,SOLE,3276,0,0
MONSTER BEVERAGE CORP NEW,COM,61174X109,4449978000,76042,,SOLE,76042,0,0
MOODYS CORP,COM,615369105,4101798000,8808,,SOLE,8808,0,0
MUELLER WTR PRODS INC,COM SER A,624758108,3017888000,118721,,SOLE,118721,0,0
NATIONAL FUEL GAS CO,COM,636180101,1199016000,15141,,SOLE,15141,0,0
NATWEST GROUP PLC,SPONS ADR,639057207,320147000,26858,,SOLE,26858,0,0
NCINO INC,COM,63947X101,1683499000,61285,,SOLE,61285,0,0
NETAPP INC,COM,64110D104,1486868000,16927,,SOLE,16927,0,0
NETFLIX INC,COM,64110L106,28449625000,30508,,SOLE,30508,0,0
NEUROCRINE BIOSCIENCES INC,COM,64125C109,9648523000,87238,,SOLE,87238,0,0
NEWMARKET CORP,COM,651587107,1503358000,2654,,SOLE,2654,0,0
NEWMONT CORP,COM,651639106,70753809000,1465489,,SOLE,1465489,0,0
NEXGEN ENERGY LTD,COM,65340P106,10929585000,2434206,,SOLE,2434206,0,0
NEXSTAR MEDIA GROUP INC,COMMON STOCK,65336K103,7054637000,39363,,SOLE,39363,0,0
NEXTRACKER INC,CLASS A COM,65290E101,4866411000,115482,,SOLE,115482,0,0
NIO INC,SPON ADS,62914V106,6663999000,1749081,,SOLE,1749081,0,0
NORDSON CORP,COM,655663102,221287000,1097,,SOLE,1097,0,0
NORTHERN OIL & GAS INC,COM,665531307,8621445000,285195,,SOLE,285195,0,0
NORTHWESTERN ENERGY GROUP IN,COM NEW,668074305,5549039000,95888,,SOLE,95888,0,0
NOV INC,COM,62955J103,167116000,10980,,SOLE,10980,0,0
NRG ENERGY INC,COM NEW,629377508,62449264000,654193,,SOLE,654193,0,0
NUCOR CORP,COM,670346105,13555940000,112647,,SOLE,112647,0,0
NUTANIX INC,CL A,67059N108,34938509000,500480,,SOLE,500480,0,0
NVIDIA CORPORATION,COM,67066G104,308013792000,2841980,,SOLE,2841980,0,0
NVR INC,COM,62944T105,11098405000,1532,,SOLE,1532,0,0
NXP SEMICONDUCTORS N V,COM,N6596X109,7995254000,42067,,SOLE,42067,0,0
OGE ENERGY CORP,COM,670837103,8974379000,195265,,SOLE,195265,0,0
OLD REP INTL CORP,COM,680223104,11380585000,290173,,SOLE,290173,0,0
OMEGA HEALTHCARE INVS INC,COM,681936100,286857000,7533,,SOLE,7533,0,0
OMNICOM GROUP INC,COM,681919106,33573990000,404945,,SOLE,404945,0,0
ONEMAIN HLDGS INC,COM,68268W103,2800237000,57288,,SOLE,57288,0,0
ONTO INNOVATION INC,COM,683344105,25686950000,211694,,SOLE,211694,0,0
OPEN TEXT CORP,COM,683715106,12396697000,491243,,SOLE,491243,0,0
OPTION CARE HEALTH INC,COM NEW,68404L201,393292000,11253,,SOLE,11253,0,0
ORACLE CORP,COM,68389X105,81080153000,579931,,SOLE,579931,0,0
ORGANON & CO,COMMON STOCK,68622V106,1016942000,68297,,SOLE,68297,0,0
OSHKOSH CORP,COM,688239201,8074886000,85830,,SOLE,85830,0,0
OTTER TAIL CORP,COM,689648103,203015000,2526,,SOLE,2526,0,0
OVINTIV INC,COM,69047Q102,20891236000,488113,,SOLE,488113,0,0
OWENS CORNING NEW,COM,690742101,7665292000,53671,,SOLE,53671,0,0
PALO ALTO NETWORKS INC,COM,697435105,144742479000,848233,,SOLE,848233,0,0
PALOMAR HLDGS INC,COM,69753M105,1774226000,12943,,SOLE,12943,0,0
PAR PAC HOLDINGS INC,COM NEW,69888T207,7578848000,531476,,SOLE,531476,0,0
PARAMOUNT GLOBAL,CLASS B COM,92556H206,7173273000,599772,,SOLE,599772,0,0
PAYCOM SOFTWARE INC,COM,70432V102,4336828000,19850,,SOLE,19850,0,0
PAYPAL HLDGS INC,COM,70450Y103,234595478000,3595333,,SOLE,3595333,0,0
PBF ENERGY INC,CL A,69318G106,499604000,26171,,SOLE,26171,0,0
PDD HOLDINGS INC,SPONSORED ADS,722304102,206250557000,1742717,,SOLE,1742717,0,0
PEABODY ENERGY CORP,COM,704551100,3984933000,294091,,SOLE,294091,0,0
PENTAIR PLC,SHS,G7S00T104,236808000,2707,,SOLE,2707,0,0
PENUMBRA INC,COM,70975L107,424112000,1586,,SOLE,1586,0,0
PEPSICO INC,COM,713448108,15303326000,102063,,SOLE,102063,0,0
PERFORMANCE FOOD GROUP CO,COM,71377A103,572662000,7283,,SOLE,7283,0,0
PERMIAN RESOURCES CORP,CLASS A COM,71424F105,8946463000,645954,,SOLE,645954,0,0
PFIZER INC,COM,717081103,41900805000,1653544,,SOLE,1653544,0,0
PG&E CORP,COM,69331C108,20588117000,1198377,,SOLE,1198377,0,0
PHILIP MORRIS INTL INC,COM,718172109,15436175000,97248,,SOLE,97248,0,0
PILGRIMS PRIDE CORP,COM,72147K108,10735036000,196937,,SOLE,196937,0,0
PINNACLE WEST CAP CORP,COM,723484101,4782884000,50214,,SOLE,50214,0,0
PINTEREST INC,CL A,72352L106,112463226000,3627846,,SOLE,3627846,0,0
PLEXUS CORP,COM,729132100,231531000,1807,,SOLE,1807,0,0
POPULAR INC,COM NEW,733174700,1341397000,14522,,SOLE,14522,0,0
POST HLDGS INC,COM,737446104,432626000,3718,,SOLE,3718,0,0
POTLATCHDELTIC CORPORATION,COM,737630103,6886936000,152636,,SOLE,152636,0,0
PPL CORP,COM,69351T106,8154938000,225836,,SOLE,225836,0,0
PRICESMART INC,COM,741511109,208819000,2377,,SOLE,2377,0,0
PRIMERICA INC,COM,74164M108,8129591000,28572,,SOLE,28572,0,0
PRIMO BRANDS CORPORATION,CLASS A COM SHS,741623102,8063151000,227195,,SOLE,227195,0,0
PRINCIPAL FINANCIAL GROUP IN,COM,74251V102,38340765000,454436,,SOLE,454436,0,0
PROCTER AND GAMBLE CO,COM,742718109,31479301000,184716,,SOLE,184716,0,0
PROLOGIS INC.,COM,74340W103,843456000,7545,,SOLE,7545,0,0
PRUDENTIAL FINL INC,COM,744320102,70370238000,630106,,SOLE,630106,0,0
PULTE GROUP INC,COM,745867101,108014530000,1050725,,SOLE,1050725,0,0
PVH CORPORATION,COM,693656100,10023078000,155060,,SOLE,155060,0,0
QIFU TECHNOLOGY INC,AMERICAN DEP,88557W101,8111060000,180607,,SOLE,180607,0,0
QUALCOMM INC,COM,747525103,167446728000,1090077,,SOLE,1090077,0,0
QUEST DIAGNOSTICS INC,COM,74834L100,4952146000,29268,,SOLE,29268,0,0
RALPH LAUREN CORP,CL A,751212101,1353578000,6132,,SOLE,6132,0,0
RAMBUS INC DEL,COM,750917106,4042540000,78079,,SOLE,78079,0,0
RAYMOND JAMES FINL INC,COM,754730109,16412633000,118153,,SOLE,118153,0,0
REALTY INCOME CORP,COM,756109104,213883000,3687,,SOLE,3687,0,0
REGENERON PHARMACEUTICALS,COM,75886F107,13313122000,20991,,SOLE,20991,0,0
REGIONS FINANCIAL CORP NEW,COM,7591EP100,985130000,45335,,SOLE,45335,0,0
REINSURANCE GRP OF AMERICA I,COM NEW,759351604,17184447000,87275,,SOLE,87275,0,0
RELX PLC,SPONSORED ADR,759530108,609306000,12087,,SOLE,12087,0,0
REMITLY GLOBAL INC,COM,75960P104,13061568000,627960,,SOLE,627960,0,0
RENAISSANCERE HLDGS LTD,COM,G7496G103,489600000,2040,,SOLE,2040,0,0
RESMED INC,COM,761152107,26712244000,119331,,SOLE,119331,0,0
RESTAURANT BRANDS INTL INC,COM,76131D103,1544078000,23166,,SOLE,23166,0,0
RIO TINTO PLC,SPONSORED ADR,767204100,37902850000,630873,,SOLE,630873,0,0
ROBINHOOD MKTS INC,COM CL A,770700102,21510173000,516823,,SOLE,516823,0,0
ROCKWELL AUTOMATION INC,COM,773903109,1956712000,7573,,SOLE,7573,0,0
ROYAL BK CDA,COM,780087102,11330838000,100604,,SOLE,100604,0,0
ROYAL CARIBBEAN GROUP,COM,V7780T103,4824348000,23483,,SOLE,23483,0,0
RYANAIR HOLDINGS PLC,SPONSORED ADR,783513203,15866167000,374467,,SOLE,374467,0,0
S&P GLOBAL INC,COM,78409V104,73410796000,144481,,SOLE,144481,0,0
SALESFORCE INC,COM,79466L302,279602137000,1041892,,SOLE,1041892,0,0
SAMSARA INC,COM CL A,79589L106,1154423000,30118,,SOLE,30118,0,0
SANMINA CORPORATION,COM,801056102,4138707000,54328,,SOLE,54328,0,0
SAREPTA THERAPEUTICS INC,COM,803607100,1264912000,19820,,SOLE,19820,0,0
SCHLUMBERGER LTD,COM STK,806857108,4955056000,118542,,SOLE,118542,0,0
SCHWAB CHARLES CORP,COM,808513105,6637909000,84797,,SOLE,84797,0,0
SCIENCE APPLICATIONS INTL CO,COM,808625107,2310741000,20582,,SOLE,20582,0,0
SEA LTD,SPONSORD ADS,81141R100,65990620000,505714,,SOLE,505714,0,0
SEADRILL LTD,COM,G7997W102,8751850000,350074,,SOLE,350074,0,0
SEALED AIR CORP NEW,COM,81211K100,266602000,9225,,SOLE,9225,0,0
SEI INVTS CO,COM,784117103,11379005000,146580,,SOLE,146580,0,0
SELECTIVE INS GROUP INC,COM,816300107,2528976000,27627,,SOLE,27627,0,0
SENSATA TECHNOLOGIES HLDG PL,SHS,G8060N102,394800000,16267,,SOLE,16267,0,0
SERVICENOW INC,COM,81762P102,187038762000,234932,,SOLE,234932,0,0
SHAKE SHACK INC,CL A,819047101,253312000,2873,,SOLE,2873,0,0
SHARKNINJA INC,COM SHS,G8068L108,440155000,5277,,SOLE,5277,0,0
SHELL PLC,SPON ADS,780259305,77028419000,1051152,,SOLE,1051152,0,0
SHIFT4 PMTS INC,CL A,82452J109,6538598000,80022,,SOLE,80022,0,0
SHOPIFY INC,CL A,82509L107,829342000,8719,,SOLE,8719,0,0
SIBANYE STILLWATER LTD,SPONSORED ADR,82575P107,10932923000,2387101,,SOLE,2387101,0,0
SIGMA LITHIUM CORPORATION,COM,826599102,5368522000,516204,,SOLE,516204,0,0
SIGNET JEWELERS LIMITED,SHS,G81276100,1799047000,30986,,SOLE,30986,0,0
SIMON PPTY GROUP INC NEW,COM,828806109,341959000,2059,,SOLE,2059,0,0
SIMPLY GOOD FOODS CO,COM,82900L102,238912000,6927,,SOLE,6927,0,0
SKYWEST INC,COM,830879102,8003791000,91608,,SOLE,91608,0,0
SLM CORP,COM,78442P106,6632862000,225838,,SOLE,225838,0,0
SM ENERGY CO,COM,78454L100,1074277000,35869,,SOLE,35869,0,0
SMITH & NEPHEW PLC,SPDN ADR NEW,83175M205,1862859000,65663,,SOLE,65663,0,0
SMUCKER J M CO,COM NEW,832696405,16097721000,135949,,SOLE,135949,0,0
SNAP ON INC,COM,833034101,15843851000,47013,,SOLE,47013,0,0
SNOWFLAKE INC,CL A,833445109,1346134000,9210,,SOLE,9210,0,0
SOLVENTUM CORP,COM SHS,83444M101,287507000,3781,,SOLE,3781,0,0
SOUTHWEST AIRLS CO,COM,844741108,28645822000,853062,,SOLE,853062,0,0
SPDR GOLD TR,GOLD SHS,78463V107,318796655000,1106395,,SOLE,1106395,0,0
SPDR S&P 500 ETF TR,TR UNIT,78462F103,1869616752000,3342242,,SOLE,3054512,0,287730
SPDR SER TR,BLOOMBERG HIGH Y,78468R622,247589000,2598,,SOLE,2598,0,0
SPOTIFY TECHNOLOGY S A,SHS,L8681T102,26176478000,47591,,SOLE,47591,0,0
SPROTT FDS TR,URANIUM MINERS E,85208P303,6634110000,204504,,SOLE,204504,0,0
SPROTT FDS TR,JUNIOR URANIUM,85208P808,719939000,50135,,SOLE,50135,0,0
SPROUTS FMRS MKT INC,COM,85208M102,9306613000,60971,,SOLE,60971,0,0
SSR MINING IN,COM,784730103,253308000,25255,,SOLE,25255,0,0
STANTEC INC,COM,85472N109,2103488000,25381,,SOLE,25381,0,0
STARBUCKS CORP,COM,855244109,8332451000,84947,,SOLE,84947,0,0
STATE STR CORP,COM,857477103,67657105000,755692,,SOLE,755692,0,0
STEEL DYNAMICS INC,COM,858119100,59290922000,474024,,SOLE,474024,0,0
STERIS PLC,SHS USD,G8473T100,955556000,4216,,SOLE,4216,0,0
STIFEL FINL CORP,COM,860630102,5573405000,59128,,SOLE,59128,0,0
STRIDE INC,COM,86333M108,1905217000,15061,,SOLE,15061,0,0
STRYKER CORPORATION,COM,863667101,5763919000,15484,,SOLE,15484,0,0
SUN CTRY AIRLS HLDGS INC,COM,866683105,1645545000,133567,,SOLE,133567,0,0
SUN LIFE FINANCIAL INC.,COM,866796105,23009584000,402095,,SOLE,402095,0,0
SUNCOR ENERGY INC NEW,COM,867224107,43483629000,1123184,,SOLE,1123184,0,0
SUPER MICRO COMPUTER INC,COM NEW,86800U302,12340849000,360422,,SOLE,360422,0,0
SWEETGREEN INC,COM CL A,87043Q108,218274000,8724,,SOLE,8724,0,0
SYNCHRONY FINANCIAL,COM,87165B103,33396617000,630839,,SOLE,630839,0,0
SYNOPSYS INC,COM,871607107,36622075000,85396,,SOLE,85396,0,0
SYNOVUS FINL CORP,COM NEW,87161C501,451602000,9662,,SOLE,9662,0,0
SYSCO CORP,COM,871829107,2737534000,36481,,SOLE,36481,0,0
TAL EDUCATION GROUP,SPONSORED ADS,874080104,7603055000,575553,,SOLE,575553,0,0
TALEN ENERGY CORP,COM,87422Q109,10394421000,52058,,SOLE,52058,0,0
TAPESTRY INC,COM,876030107,60587875000,860501,,SOLE,860501,0,0
TARGA RES CORP,COM,87612G101,28832798000,143826,,SOLE,143826,0,0
TARGET CORP,COM,87612E106,3614717000,34637,,SOLE,34637,0,0
TAYLOR MORRISON HOME CORP,COM,87724P106,19745175000,328867,,SOLE,328867,0,0
TD SYNNEX CORPORATION,COM,87162W100,20831921000,200384,,SOLE,200384,0,0
TE CONNECTIVITY PLC,ORD SHS,G87052109,17535127000,124081,,SOLE,124081,0,0
TECHNIPFMC PLC,COM,G87110105,23519050000,742160,,SOLE,742160,0,0
TEGNA INC,COM,87901J105,10982524000,602773,,SOLE,602773,0,0
TELADOC HEALTH INC,COM,87918A105,101872000,12798,,SOLE,12798,0,0
TELEFLEX INCORPORATED,COM,879369106,278591000,2016,,SOLE,2016,0,0
TENET HEALTHCARE CORP,COM NEW,88033G407,26896772000,199976,,SOLE,199976,0,0
TEREX CORP NEW,COM,880779103,8992849000,238032,,SOLE,238032,0,0
TESLA INC,COM,88160R101,8357392000,32248,,SOLE,32248,0,0
TEXAS ROADHOUSE INC,COM,882681109,4758453000,28557,,SOLE,28557,0,0
TEXTRON INC,COM,883203101,1318851000,18254,,SOLE,18254,0,0
THE CAMPBELLS COMPANY,COM,134429109,572892000,14351,,SOLE,14351,0,0
THE CIGNA GROUP,COM,125523100,178048878000,541182,,SOLE,541182,0,0
THE TRADE DESK INC,COM CL A,88339J105,662495000,12107,,SOLE,12107,0,0
THOMSON REUTERS CORP,COM,884903808,21474101000,124453,,SOLE,124453,0,0
T-MOBILE US INC,COM,872590104,4646888000,17423,,SOLE,17423,0,0
TOAST INC,CL A,888787108,30899945000,931563,,SOLE,931563,0,0
TOLL BROTHERS INC,COM,889478103,29335436000,277824,,SOLE,277824,0,0
TORONTO DOMINION BK ONT,COM NEW,891160509,13214444000,220560,,SOLE,220560,0,0
TPG INC,COM CL A,872657101,232549000,4903,,SOLE,4903,0,0
TRANE TECHNOLOGIES PLC,SHS,G8994E103,683274000,2028,,SOLE,2028,0,0
TRANSUNION,COM,89400J107,18993423000,228864,,SOLE,228864,0,0
TRAVEL PLUS LEISURE CO,COM,894164102,5817172000,125668,,SOLE,125668,0,0
TRAVELERS COMPANIES INC,COM,89417E109,49582019000,187484,,SOLE,187484,0,0
TRI POINTE HOMES INC,COM,87265H109,7274408000,227895,,SOLE,227895,0,0
TRIMBLE INC,COM,896239100,371579000,5660,,SOLE,5660,0,0
TRINET GROUP INC,COM,896288107,268386000,3387,,SOLE,3387,0,0
TRIP COM GROUP LTD,ADS,89677Q107,56065098000,881804,,SOLE,881804,0,0
TWILIO INC,CL A,90138F102,17234608000,176025,,SOLE,176025,0,0
TXNM ENERGY INC,COM,69349H107,31287190000,585026,,SOLE,585026,0,0
TYSON FOODS INC,CL A,902494103,2310305000,36206,,SOLE,36206,0,0
UBER TECHNOLOGIES INC,COM,90353T100,43102665000,591582,,SOLE,591582,0,0
UGI CORP NEW,COM,902681105,4441169000,134296,,SOLE,134296,0,0
UIPATH INC,CL A,90364P105,24095140000,2339334,,SOLE,2339334,0,0
UNILEVER PLC,SPON ADR NEW,904767704,1182603000,19859,,SOLE,19859,0,0
UNION PAC CORP,COM,907818108,4412018000,18676,,SOLE,18676,0,0
UNITED AIRLS HLDGS INC,COM,910047109,105736403000,1531302,,SOLE,1531302,0,0
UNITED THERAPEUTICS CORP DEL,COM,91307C102,59737794000,193784,,SOLE,193784,0,0
UNIVERSAL DISPLAY CORP,COM,91347P105,4516641000,32382,,SOLE,32382,0,0
UNIVERSAL HLTH SVCS INC,CL B,913903100,62506438000,332658,,SOLE,332658,0,0
UNUM GROUP,COM,91529Y106,42543218000,522259,,SOLE,522259,0,0
UPWORK INC,COM,91688F104,289384000,22175,,SOLE,22175,0,0
URANIUM ENERGY CORP,COM,916896103,11150483000,2332737,,SOLE,2332737,0,0
UR-ENERGY INC,COM,91688R108,130427000,193483,,SOLE,193483,0,0
US BANCORP DEL,COM NEW,902973304,5151220000,122009,,SOLE,122009,0,0
US FOODS HLDG CORP,COM,912008109,2732693000,41746,,SOLE,41746,0,0
VALARIS LTD,CL A,G9460G101,451137000,11491,,SOLE,11491,0,0
VALE S A,SPONSORED ADS,91912E105,9224813000,924330,,SOLE,924330,0,0
VALMONT INDS INC,COM,920253101,1332107000,4668,,SOLE,4668,0,0
VANGUARD INDEX FDS,S&P 500 ETF SHS,922908363,3908286000,7605,,SOLE,7605,0,0
VANGUARD INTL EQUITY INDEX F,FTSE EMR MKT ETF,922042858,98359620000,2173213,,SOLE,2173213,0,0
VENTAS INC,COM,92276F100,1469676000,21374,,SOLE,21374,0,0
VERISIGN INC,COM,92343E102,41271646000,162570,,SOLE,162570,0,0
VERISK ANALYTICS INC,COM,92345Y106,12169682000,40890,,SOLE,40890,0,0
VERIZON COMMUNICATIONS INC,COM,92343V104,1384523000,30523,,SOLE,30523,0,0
VERRA MOBILITY CORP,CL A COM STK,92511U102,385911000,17144,,SOLE,17144,0,0
VERTIV HOLDINGS CO,COM CL A,92537N108,65727703000,910356,,SOLE,910356,0,0
VIATRIS INC,COM,92556V106,5320669000,610869,,SOLE,610869,0,0
VIPER ENERGY INC,CL A,927959106,7943240000,175930,,SOLE,175930,0,0
VIPSHOP HLDGS LTD,SPONSORED ADS A,92763W103,8540347000,544665,,SOLE,544665,0,0
VIRTU FINL INC,CL A,928254101,5837277000,153129,,SOLE,153129,0,0
VISA INC,COM CL A,92826C839,243955556000,696101,,SOLE,696101,0,0
VISTRA CORP,COM,92840M102,190986917000,1626251,,SOLE,1626251,0,0
VODAFONE GROUP PLC NEW,SPONSORED ADR,92857W308,6093217000,650290,,SOLE,650290,0,0
VOYA FINANCIAL INC,COM,929089100,13510802000,199392,,SOLE,199392,0,0
WABTEC,COM,929740108,4526496000,24960,,SOLE,24960,0,0
WALMART INC,COM,931142103,28536403000,325053,,SOLE,325053,0,0
WARRIOR MET COAL INC,COM,93627C101,6000170000,125737,,SOLE,125737,0,0
WASTE CONNECTIONS INC,COM,94106B101,1380579000,7073,,SOLE,7073,0,0
WD 40 CO,COM,929236107,244732000,1003,,SOLE,1003,0,0
WEATHERFORD INTL PLC,ORD SHS,G48833118,3923983000,73277,,SOLE,73277,0,0
WELLS FARGO CO NEW,COM,949746101,245266156000,3416439,,SOLE,3416439,0,0
WEST FRASER TIMBER CO LTD,COM,952845105,447419000,5826,,SOLE,5826,0,0
WESTERN UN CO,COM,959802109,5173482000,488987,,SOLE,488987,0,0
WEYERHAEUSER CO MTN BE,COM NEW,962166104,6043128000,206391,,SOLE,206391,0,0
WILLIAMS SONOMA INC,COM,969904101,445210000,2816,,SOLE,2816,0,0
