nameOfIssuer,titleOfClass,cusip,value,shares,putCall,investmentDiscretion,va_sole,va_shared,va_none
LIBERTY MEDIA CORP DEL,COM LBTY LIV S C,531229722,312223000,3847,,SOLE,3847,0,0
KELLANOVA,COM,487836108,1793958000,22557,,SOLE,22557,0,0
NEWMARKET CORP,COM,651587107,3615270000,5233,,SOLE,5233,0,0
MARVELL TECHNOLOGY INC,COM,573874104,31079041000,401538,,SOLE,401538,0,0
LABCORP HOLDINGS INC,COM SHS,504922105,727415000,2771,,SOLE,2771,0,0
META PLATFORMS INC,CL A,30303M102,595692511000,807073,,SOLE,807073,0,0
MCCORMICK & CO INC,COM NON VTG,579780206,556216000,7336,,SOLE,7336,0,0
MADDEN STEVEN LTD,COM,556269108,896972000,37405,,SOLE,37405,0,0
LANDBRIDGE COMPANY LLC,CL A,514952100,6042868000,89418,,SOLE,89418,0,0
LIBERTY BROADBAND CORP,COM SER C,530307305,4204073000,42733,,SOLE,42733,0,0
M & T BK CORP,COM,55261F104,16587697000,85508,,SOLE,85508,0,0
OGE ENERGY CORP,COM,670837103,19570648000,440979,,SOLE,440979,0,0
LPL FINL HLDGS INC,COM,50212V100,72239845000,192655,,SOLE,192655,0,0
LINCOLN NATL CORP IND,COM,534187109,17088386000,493884,,SOLE,493884,0,0
OMNICOM GROUP INC,COM,681919106,33869784000,470806,,SOLE,470806,0,0
NETFLIX INC,COM,64110L106,3508521000,2620,,SOLE,2620,0,0
NVIDIA CORPORATION,COM,67066G104,1142130881000,7229134,,SOLE,7229134,0,0
MASTERCARD INCORPORATED,CL A,57636Q104,70747122000,125898,,SOLE,125898,0,0
NUTANIX INC,CL A,67059N108,75312357000,985248,,SOLE,985248,0,0
MEDTRONIC PLC,SHS,G5960L103,17622810000,202166,,SOLE,202166,0,0
ONEMAIN HLDGS INC,COM,68268W103,2720097000,47721,,SOLE,47721,0,0
MATADOR RES CO,COM,576485205,4120956000,86357,,SOLE,86357,0,0
NOV INC,COM,62955J103,3953560000,318066,,SOLE,318066,0,0
NATIONAL FUEL GAS CO,COM,636180101,18701850000,220775,,SOLE,220775,0,0
NNN REIT INC,COM,637417106,328211000,7601,,SOLE,7601,0,0
MGIC INVT CORP WIS,COM,552848103,391291000,14055,,SOLE,14055,0,0
MATSON INC,COM,57686G105,2186023000,19632,,SOLE,19632,0,0
MASTEC INC,COM,576323109,5228792000,30680,,SOLE,30680,0,0
KLA CORP,COM NEW,482480100,22412311000,25021,,SOLE,25021,0,0
LEIDOS HOLDINGS INC,COM,525327102,28111412000,178191,,SOLE,178191,0,0
MATCH GROUP INC NEW,COM,57667L107,55198453000,1786936,,SOLE,1786936,0,0
LEAR CORP,COM NEW,521865204,3058356000,32200,,SOLE,32200,0,0
NRG ENERGY INC,COM NEW,629377508,131207028000,817082,,SOLE,817082,0,0
JUNIPER NETWORKS INC,COM,48203R104,5303902000,132830,,SOLE,132830,0,0
LAM RESEARCH CORP,COM NEW,512807306,159518845000,1638780,,SOLE,1638780,0,0
M/I HOMES INC,COM,55305B101,12741765000,113644,,SOLE,113644,0,0
NXP SEMICONDUCTORS N V,COM,N6596X109,36105473000,165250,,SOLE,165250,0,0
OCEANFIRST FINL CORP,COM,675234108,1935533000,109911,,SOLE,109911,0,0
NEXGEN ENERGY LTD,COM,65340P106,8950865000,1289750,,SOLE,1289750,0,0
MANULIFE FINL CORP,COM,56501R106,99953960000,3132457,,SOLE,3132457,0,0
KINROSS GOLD CORP,COM,496902404,17021676000,1091451,,SOLE,1091451,0,0
LAMB WESTON HLDGS INC,COM,513272104,403237000,7777,,SOLE,7777,0,0
LANTHEUS HLDGS INC,COM,516544103,32568165000,397852,,SOLE,397852,0,0
LYFT INC,CL A COM,55087P104,39066471000,2478837,,SOLE,2478837,0,0
MERCADOLIBRE INC,COM,58733R102,5174987000,1980,,SOLE,1980,0,0
NATWEST GROUP PLC,SPONS ADR,639057207,804187000,56833,,SOLE,56833,0,0
MOLSON COORS BEVERAGE CO,CL B,60871R209,4099865000,85254,,SOLE,85254,0,0
MILLICOM INTL CELLULAR S A,COM STK,L6388F110,8198436000,218800,,SOLE,218800,0,0
MUELLER WTR PRODS INC,COM SER A,624758108,5820901000,242134,,SOLE,242134,0,0
NEXTRACKER INC,CLASS A COM,65290E101,1055648000,19416,,SOLE,19416,0,0
KORN FERRY,COM NEW,500643200,967516000,13194,,SOLE,13194,0,0
LIBERTY ENERGY INC,COM CL A,53115L104,4262742000,371319,,SOLE,371319,0,0
MISTER CAR WASH INC,COM,60646V105,1305402000,217205,,SOLE,217205,0,0
NEW YORK TIMES CO,CL A,650111107,363926000,6501,,SOLE,6501,0,0
MARATHON PETE CORP,COM,56585A102,21011752000,126493,,SOLE,126493,0,0
KKR & CO INC,COM,48251W104,482101000,3624,,SOLE,3624,0,0
MONDELEZ INTL INC,CL A,609207105,4941868000,73278,,SOLE,73278,0,0
MASIMO CORP,COM,574795100,276722000,1645,,SOLE,1645,0,0
KIMBERLY-CLARK CORP,COM,494368103,2420731000,18777,,SOLE,18777,0,0
MDU RES GROUP INC,COM,552690109,330833000,19846,,SOLE,19846,0,0
MONSTER BEVERAGE CORP NEW,COM,61174X109,2474718000,39507,,SOLE,39507,0,0
MAGNA INTL INC,COM,559222401,1495061000,38754,,SOLE,38754,0,0
PAYCOM SOFTWARE INC,COM,70432V102,13317533000,57552,,SOLE,57552,0,0
ONTO INNOVATION INC,COM,683344105,19238671000,190614,,SOLE,190614,0,0
SEAGATE TECHNOLOGY HLDNGS PL,ORD SHS,G7997R103,3735693000,25883,,SOLE,25883,0,0
TECHNIPFMC PLC,COM,G87110105,27984050000,812545,,SOLE,812545,0,0
PFIZER INC,COM,717081103,24549157000,1012754,,SOLE,1012754,0,0
SUN CTRY AIRLS HLDGS INC,COM,866683105,10516156000,894992,,SOLE,894992,0,0
SNAP ON INC,COM,833034101,477350000,1534,,SOLE,1534,0,0
SUNCOR ENERGY INC NEW,COM,867224107,18602781000,497618,,SOLE,497618,0,0
PACIFIC PREMIER BANCORP,COM,69478X105,2780695000,131849,,SOLE,131849,0,0
POST HLDGS INC,COM,737446104,306374000,2810,,SOLE,2810,0,0
SYNOPSYS INC,COM,871607107,16187358000,31574,,SOLE,31574,0,0
TEGNA INC,COM,87901J105,1842812000,109953,,SOLE,109953,0,0
SELECTIVE INS GROUP INC,COM,816300107,3074169000,35478,,SOLE,35478,0,0
SYSCO CORP,COM,871829107,2083077000,27503,,SOLE,27503,0,0
PULTE GROUP INC,COM,745867101,109295053000,1036365,,SOLE,1036365,0,0
SLM CORP,COM,78442P106,9144541000,278882,,SOLE,278882,0,0
SMUCKER J M CO,COM NEW,832696405,1119873000,11404,,SOLE,11404,0,0
TELADOC HEALTH INC,COM,87918A105,90932000,10440,,SOLE,10440,0,0
PAYLOCITY HLDG CORP,COM,70438V106,798323000,4406,,SOLE,4406,0,0
SHARKNINJA INC,COM SHS,G8068L108,398633000,4027,,SOLE,4027,0,0
S&P GLOBAL INC,COM,78409V104,33827235000,64153,,SOLE,64153,0,0
STIFEL FINL CORP,COM,860630102,1428739000,13767,,SOLE,13767,0,0
SUPER MICRO COMPUTER INC,COM NEW,86800U302,38168694000,778794,,SOLE,778794,0,0
REGIONS FINANCIAL CORP NEW,COM,7591EP100,16061479000,682886,,SOLE,682886,0,0
ORACLE CORP,COM,68389X105,72959892000,333714,,SOLE,333714,0,0
OVINTIV INC,COM,69047Q102,28211107000,741422,,SOLE,741422,0,0
PEGASYSTEMS INC,COM,705573103,8907633000,164560,,SOLE,164560,0,0
QUALCOMM INC,COM,747525103,121634188000,763746,,SOLE,763746,0,0
PRIMERICA INC,COM,74164M108,5965732000,21799,,SOLE,21799,0,0
PAYPAL HLDGS INC,COM,70450Y103,233925247000,3147541,,SOLE,3147541,0,0
QUEST DIAGNOSTICS INC,COM,74834L100,677385000,3771,,SOLE,3771,0,0
TELEDYNE TECHNOLOGIES INC,COM,879360105,4063131000,7931,,SOLE,7931,0,0
SM ENERGY CO,COM,78454L100,8624630000,349034,,SOLE,349034,0,0
STANTEC INC,COM,85472N109,2196217000,20225,,SOLE,20225,0,0
RAMBUS INC DEL,COM,750917106,14524153000,226869,,SOLE,226869,0,0
POPULAR INC,COM NEW,733174700,600534000,5449,,SOLE,5449,0,0
RYANAIR HOLDINGS PLC,SPONSORED ADR,783513203,27179352000,471291,,SOLE,471291,0,0
SPDR S&P 500 ETF TR,TR UNIT,78462F103,1612810926000,2610360,,SOLE,2497619,0,112741
TEMPUS AI INC,CL A,88023B103,242405000,3815,,SOLE,3815,0,0
STEEL DYNAMICS INC,COM,858119100,3419403000,26712,,SOLE,26712,0,0
SIGNET JEWELERS LIMITED,SHS,G81276100,491937000,6184,,SOLE,6184,0,0
PRUDENTIAL FINL INC,COM,744320102,52594029000,489520,,SOLE,489520,0,0
SPROTT FDS TR,URANIUM MINERS E,85208P303,6283671000,131101,,SOLE,131101,0,0
STATE STR CORP,COM,857477103,63373217000,595949,,SOLE,595949,0,0
SPOTIFY TECHNOLOGY S A,SHS,L8681T102,217846291000,283898,,SOLE,283898,0,0
ORGANON & CO,COMMON STOCK,68622V106,1824060000,188436,,SOLE,188436,0,0
PAR PAC HOLDINGS INC,COM NEW,69888T207,12187351000,459380,,SOLE,459380,0,0
PROLOGIS INC.,COM,74340W103,527072000,5014,,SOLE,5014,0,0
PENUMBRA INC,COM,70975L107,850472000,3314,,SOLE,3314,0,0
PROCTER AND GAMBLE CO,COM,742718109,21175062000,132909,,SOLE,132909,0,0
SKYWEST INC,COM,830879102,3684884000,35786,,SOLE,35786,0,0
SYNCHRONY FINANCIAL,COM,87165B103,16501665000,247253,,SOLE,247253,0,0
QUALYS INC,COM,74758T303,358032000,2506,,SOLE,2506,0,0
QORVO INC,COM,74736K101,2566659000,30228,,SOLE,30228,0,0
SHAKE SHACK INC,CL A,819047101,307070000,2184,,SOLE,2184,0,0
ROKU INC,COM CL A,77543R102,7853235000,89353,,SOLE,89353,0,0
OPTION CARE HEALTH INC,COM NEW,68404L201,229828000,7076,,SOLE,7076,0,0
OSHKOSH CORP,COM,688239201,1644286000,14482,,SOLE,14482,0,0
PILGRIMS PRIDE CORP,COM,72147K108,2799240000,62233,,SOLE,62233,0,0
ROYAL BK CDA,COM,780087102,556758000,4233,,SOLE,4233,0,0
PROSPERITY BANCSHARES INC,COM,743606105,7162022000,101965,,SOLE,101965,0,0
SMITH & NEPHEW PLC,SPDN ADR NEW,83175M205,2368158000,77315,,SOLE,77315,0,0
PBF ENERGY INC,CL A,69318G106,5916907000,273046,,SOLE,273046,0,0
TAYLOR MORRISON HOME CORP,COM,87724P106,21891501000,356423,,SOLE,356423,0,0
PVH CORPORATION,COM,693656100,12575615000,183318,,SOLE,183318,0,0
SEI INVTS CO,COM,784117103,11644688000,129587,,SOLE,129587,0,0
SNOWFLAKE INC,CL A,833445109,2060922000,9210,,SOLE,9210,0,0
SANMINA CORPORATION,COM,801056102,7940470000,81166,,SOLE,81166,0,0
PINNACLE WEST CAP CORP,COM,723484101,3015407000,33703,,SOLE,33703,0,0
STELLANTIS N.V,SHS,N82405106,439434000,43812,,SOLE,43812,0,0
RIO TINTO PLC,SPONSORED ADR,767204100,36041232000,617885,,SOLE,617885,0,0
TAPESTRY INC,COM,876030107,56157041000,639529,,SOLE,639529,0,0
TD SYNNEX CORPORATION,COM,87162W100,2616975000,19285,,SOLE,19285,0,0
SALESFORCE INC,COM,79466L302,447102797000,1639601,,SOLE,1639601,0,0
SHOPIFY INC,CL A SUB VTG SHS,82509L107,856953000,7445,,SOLE,7445,0,0
SHIFT4 PMTS INC,CL A,82452J109,24386015000,246050,,SOLE,246050,0,0
PERMIAN RESOURCES CORP,CLASS A COM,71424F105,4003136000,293916,,SOLE,293916,0,0
REINSURANCE GRP OF AMERICA I,COM NEW,759351604,20259300000,102134,,SOLE,102134,0,0
OPEN TEXT CORP,COM,683715106,14255755000,488866,,SOLE,488866,0,0
TALEN ENERGY CORP,COM,87422Q109,44486938000,152997,,SOLE,152997,0,0
RESMED INC,COM,761152107,1355532000,5254,,SOLE,5254,0,0
PPL CORP,COM,69351T106,7343150000,216676,,SOLE,216676,0,0
SEADRILL LTD,COM,G7997W102,8947627000,340862,,SOLE,340862,0,0
STARBUCKS CORP,COM,855244109,5906745000,64463,,SOLE,64463,0,0
SILICON LABORATORIES INC,COM,826919102,6204740000,42106,,SOLE,42106,0,0
PALO ALTO NETWORKS INC,COM,697435105,313772875000,1533292,,SOLE,1533292,0,0
ROCKWELL AUTOMATION INC,COM,773903109,1602388000,4824,,SOLE,4824,0,0
PEPSICO INC,COM,713448108,10247624000,77610,,SOLE,77610,0,0
SIBANYE STILLWATER LTD,SPONSORED ADR,82575P107,5759510000,797716,,SOLE,797716,0,0
PALOMAR HLDGS INC,COM,69753M105,3086234000,20008,,SOLE,20008,0,0
RESTAURANT BRANDS INTL INC,COM,76131D103,861263000,13010,,SOLE,13010,0,0
PHILIP MORRIS INTL INC,COM,718172109,35259275000,193594,,SOLE,193594,0,0
SPDR SERIES TRUST,BLOOMBERG HIGH Y,78468R622,252707000,2598,,SOLE,2598,0,0
STERIS PLC,SHS USD,G8473T100,836686000,3483,,SOLE,3483,0,0
PNC FINL SVCS GROUP INC,COM,693475105,8095661000,43427,,SOLE,43427,0,0
PEABODY ENERGY CORP,COM,704551100,8150758000,607359,,SOLE,607359,0,0
STRIDE INC,COM,86333M108,2666124000,18363,,SOLE,18363,0,0
SUN LIFE FINANCIAL INC.,COM,866796105,21761142000,327702,,SOLE,327702,0,0
OWENS CORNING NEW,COM,690742101,6031490000,43859,,SOLE,43859,0,0
SENTINELONE INC,CL A,81730H109,3919726000,214427,,SOLE,214427,0,0
PERFORMANCE FOOD GROUP CO,COM,71377A103,576952000,6596,,SOLE,6596,0,0
TE CONNECTIVITY PLC,ORD SHS,G87052109,36571198000,216821,,SOLE,216821,0,0
STRYKER CORPORATION,COM,863667101,4694941000,11867,,SOLE,11867,0,0
SCIENCE APPLICATIONS INTL CO,COM,808625107,3625029000,32191,,SOLE,32191,0,0
SSR MINING IN,COM,784730103,344936000,27075,,SOLE,27075,0,0
SERVICENOW INC,COM,81762P102,201065718000,195574,,SOLE,195574,0,0
PRIMO BRANDS CORPORATION,CLASS A COM SHS,741623102,3868964000,130620,,SOLE,130620,0,0
SPROUTS FMRS MKT INC,COM,85208M102,31450850000,191028,,SOLE,191028,0,0
POTLATCHDELTIC CORPORATION,COM,737630103,476364000,12415,,SOLE,12415,0,0
STANDARDAERO INC,COM,85423L103,13626211000,430528,,SOLE,430528,0,0
SENSATA TECHNOLOGIES HLDG PL,SHS,G8060N102,3331039000,110629,,SOLE,110629,0,0
STONECO LTD,COM CL A,G85158106,2322656000,144804,,SOLE,144804,0,0
TELEFLEX INCORPORATED,COM,879369106,624822000,5279,,SOLE,5279,0,0
SEA LTD,SPONSORD ADS,81141R100,139616744000,872932,,SOLE,872932,0,0
SPDR GOLD TR,GOLD SHS,78463V107,337262388000,1106395,,SOLE,1106395,0,0
SPROTT FDS TR,JUNIOR URANIUM,85208P808,908315000,42987,,SOLE,42987,0,0
REGENERON PHARMACEUTICALS,COM,75886F107,46749675000,89047,,SOLE,89047,0,0
SHELL PLC,SPON ADS,780259305,91706842000,1302469,,SOLE,1302469,0,0
PRINCIPAL FINANCIAL GROUP IN,COM,74251V102,35866458000,451548,,SOLE,451548,0,0
PINTEREST INC,CL A,72352L106,146713193000,4091277,,SOLE,4091277,0,0
TARGET CORP,COM,87612E106,2552075000,25870,,SOLE,25870,0,0
SIGMA LITHIUM CORPORATION,COM,826599102,2791557000,620346,,SOLE,620346,0,0
REMITLY GLOBAL INC,COM,75960P104,15571911000,829617,,SOLE,829617,0,0
UIPATH INC,CL A,90364P105,30697830000,2398268,,SOLE,2398268,0,0
URANIUM ENERGY CORP,COM,916896103,9032474000,1328305,,SOLE,1328305,0,0
VERTIV HOLDINGS CO,COM CL A,92537N108,11045315000,86016,,SOLE,86016,0,0
WESTERN UN CO,COM,959802109,3509742000,416834,,SOLE,416834,0,0
VALMONT INDS INC,COM,920253101,797484000,2442,,SOLE,2442,0,0
TRANE TECHNOLOGIES PLC,SHS,G8994E103,258947000,592,,SOLE,592,0,0
THOMSON REUTERS CORP,COM,884903808,422450000,2105,,SOLE,2105,0,0
WEATHERFORD INTL PLC,ORD SHS,G48833118,3798657000,75505,,SOLE,75505,0,0
VODAFONE GROUP PLC NEW,SPONSORED ADR,92857W308,7691990000,721575,,SOLE,721575,0,0
UNITED AIRLS HLDGS INC,COM,910047109,22797034000,286287,,SOLE,286287,0,0
ZOOMINFO TECHNOLOGIES INC,COMMON STOCK,98980F104,5459042000,539431,,SOLE,539431,0,0
TRI POINTE HOMES INC,COM,87265H109,9148084000,286325,,SOLE,286325,0,0
VALE S A,SPONSORED ADS,91912E105,36717433000,3781404,,SOLE,3781404,0,0
T-MOBILE US INC,COM,872590104,26264591000,110235,,SOLE,110235,0,0
VISA INC,COM CL A,92826C839,228763686000,644314,,SOLE,644314,0,0
THE CAMPBELLS COMPANY,COM,134429109,336047000,10964,,SOLE,10964,0,0
VIATRIS INC,COM,92556V106,3048890000,341421,,SOLE,341421,0,0
VULCAN MATLS CO,COM,929160109,2281914000,8749,,SOLE,8749,0,0
VERIZON COMMUNICATIONS INC,COM,92343V104,2540814000,58720,,SOLE,58720,0,0
WORKDAY INC,CL A,98138H101,107729760000,448874,,SOLE,448874,0,0
TEXAS CAP BANCSHARES INC,COM,88224Q107,10335260000,130167,,SOLE,130167,0,0
TYSON FOODS INC,CL A,902494103,889782000,15906,,SOLE,15906,0,0
UNUM GROUP,COM,91529Y106,45377752000,561884,,SOLE,561884,0,0
US FOODS HLDG CORP,COM,912008109,6716966000,87222,,SOLE,87222,0,0
UR-ENERGY INC,COM,91688R108,159756000,152149,,SOLE,152149,0,0
ZOOM COMMUNICATIONS INC,CL A,98980L101,9766137000,125239,,SOLE,125239,0,0
UNIVERSAL HLTH SVCS INC,CL B,913903100,59716279000,329651,,SOLE,329651,0,0
VERTEX PHARMACEUTICALS INC,COM,92532F100,15310428000,34390,,SOLE,34390,0,0
VONTIER CORPORATION,COM,928881101,946854000,25660,,SOLE,25660,0,0
VIRTU FINL INC,CL A,928254101,9324248000,208177,,SOLE,208177,0,0
TESLA INC,COM,88160R101,6166734000,19413,,SOLE,19413,0,0
TEXAS ROADHOUSE INC,COM,882681109,701476000,3743,,SOLE,3743,0,0
TXNM ENERGY INC,COM,69349H107,9666652000,171638,,SOLE,171638,0,0
TRUIST FINL CORP,COM,89832Q109,9310946000,216584,,SOLE,216584,0,0
WEBSTER FINL CORP,COM,947890109,10872443000,199129,,SOLE,199129,0,0
TRAVEL PLUS LEISURE CO,COM,894164102,6076871000,117746,,SOLE,117746,0,0
VISTRA CORP,COM,92840M102,158461769000,817614,,SOLE,817614,0,0
TRONOX HOLDINGS PLC,SHS,G9087Q102,7093716000,1399155,,SOLE,1399155,0,0
UGI CORP NEW,COM,902681105,1320298000,36252,,SOLE,36252,0,0
VANGUARD INTL EQUITY INDEX F,FTSE EMR MKT ETF,922042858,90831312000,1836460,,SOLE,1836460,0,0
ZIMMER BIOMET HOLDINGS INC,COM,98956P102,598429000,6561,,SOLE,6561,0,0
WALMART INC,COM,931142103,24053587000,245997,,SOLE,245997,0,0
UBER TECHNOLOGIES INC,COM,90353T100,348360648000,3733769,,SOLE,3733769,0,0
ULTA BEAUTY INC,COM,90384S303,27399750000,58569,,SOLE,58569,0,0
TRAVELERS COMPANIES INC,COM,89417E109,24187756000,90408,,SOLE,90408,0,0
TRANSALTA CORP,COM,89346D107,1225315000,113815,,SOLE,113815,0,0
TOAST INC,CL A,888787108,30740626000,694076,,SOLE,694076,0,0
UNIVERSAL DISPLAY CORP,COM,91347P105,2166147000,14024,,SOLE,14024,0,0
WILLIS TOWERS WATSON PLC LTD,SHS,G96629103,9919566000,32364,,SOLE,32364,0,0
THE TRADE DESK INC,COM CL A,88339J105,871583000,12107,,SOLE,12107,0,0
WOODWARD INC,COM,980745103,10646955000,43441,,SOLE,43441,0,0
VERISIGN INC,COM,92343E102,66921025000,231721,,SOLE,231721,0,0
WARRIOR MET COAL INC,COM,93627C101,3119923000,68076,,SOLE,68076,0,0
TOLL BROTHERS INC,COM,889478103,49409844000,432926,,SOLE,432926,0,0
TERADATA CORP DEL,COM,88076W103,1288336000,57747,,SOLE,57747,0,0
VEEVA SYS INC,CL A COM,922475108,8578924000,29790,,SOLE,29790,0,0
WELLS FARGO CO NEW,COM,949746101,284333702000,3548848,,SOLE,3548848,0,0
WASTE CONNECTIONS INC,COM,94106B101,1661995000,8901,,SOLE,8901,0,0
WP CAREY INC,COM,92936U109,276281000,4429,,SOLE,4429,0,0
ZIONS BANCORPORATION N A,COM,989701107,9044676000,174137,,SOLE,174137,0,0
TWILIO INC,CL A,90138F102,46806368000,376378,,SOLE,376378,0,0
THE CIGNA GROUP,COM,125523100,203844223000,616626,,SOLE,616626,0,0
WILLSCOT HLDGS CORP,COM CL A,971378104,16781431000,612461,,SOLE,612461,0,0
UNITED THERAPEUTICS CORP DEL,COM,91307C102,56067157000,195118,,SOLE,195118,0,0
TORONTO DOMINION BK ONT,COM NEW,891160509,4380394000,59675,,SOLE,59675,0,0
ZILLOW GROUP INC,CL C CAP STK,98954M200,45312263000,646856,,SOLE,646856,0,0
WABTEC,COM,929740108,320305000,1530,,SOLE,1530,0,0
VIPER ENERGY INC,CL A,927959106,320101000,8395,,SOLE,8395,0,0
UNILEVER PLC,SPON ADR NEW,904767704,512115000,8372,,SOLE,8372,0,0
ZOETIS INC,CL A,98978V103,9984699000,64025,,SOLE,64025,0,0
VOYA FINANCIAL INC,COM,929089100,9818448000,138288,,SOLE,138288,0,0
WINGSTOP INC,COM,974155103,532386000,1581,,SOLE,1581,0,0
YELP INC,CL A,985817105,10254132000,299216,,SOLE,299216,0,0
TENET HEALTHCARE CORP,COM NEW,88033G407,15340688000,87163,,SOLE,87163,0,0
